movieId,title,pageUrl,price
27,Now and Then (1995),https://www.amazon.com/Now-Then-Christina-Ricci/dp/B085LWDGJK/ref=sr_1_1?dchild=1&keywords=Now+and+Then+1995&qid=1619359393&s=movies-tv&sr=1-1,9.99
28,Persuasion (1995),https://www.amazon.com/Persuasion-Fiona-Shaw/dp/B001DUDKEY/ref=sr_1_1?dchild=1&keywords=Persuasion+1995&qid=1619359395&s=movies-tv&sr=1-1,12.99
29,"City of Lost Children, The (1995)",https://www.amazon.com/City-Lost-Children-Ron-Perlman/dp/B00HJYUX7K/ref=sr_1_1?dchild=1&keywords=City+of+Lost+Children%2C+The+1995&qid=1619359396&s=movies-tv&sr=1-1,12.99
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),https://www.amazon.com/Shanghai-Triad-Gong-Li/dp/B08DL6B418/ref=sr_1_1?dchild=1&keywords=Shanghai+Triad+1995&qid=1619367128&s=movies-tv&sr=1-1,9.99
31,Dangerous Minds (1995),https://www.amazon.com/Dangerous-Minds-Michelle-Pfeiffer/dp/B004UPAIKI/ref=sr_1_1?dchild=1&keywords=Dangerous+Minds+1995&qid=1619359399&s=movies-tv&sr=1-1,17.99
32,Twelve Monkeys (1995),https://www.amazon.com/12-Monkeys-Joseph-Melito/dp/B000I8COCQ/ref=sr_1_1?dchild=1&keywords=Twelve+Monkeys+1995&qid=1619359401&s=movies-tv&sr=1-1,13.99
33,Wings of Courage (1995),https://www.amazon.com/Wings-Courage-Ken-Pgue/dp/B003Q54ICM/ref=sr_1_1?dchild=1&keywords=Wings+of+Courage+1995&qid=1619359402&s=movies-tv&sr=1-1,14.99
34,Babe (1995),https://www.amazon.com/Babe-James-Cromwell/dp/B0026IPAJA/ref=sr_1_1?dchild=1&keywords=Babe+1995&qid=1619359404&s=movies-tv&sr=1-1,13.99
35,Carrington (1995),https://www.amazon.com/Carrington-Christopher-Hampton/dp/B00S03NG28/ref=sr_1_1?dchild=1&keywords=Carrington+1995&qid=1619359406&s=movies-tv&sr=1-1,14.99
36,Dead Man Walking (1995),https://www.amazon.com/Dead-Man-Walking-Sean-Penn/dp/B00LFF4GMW/ref=sr_1_2?dchild=1&keywords=Dead+Man+Walking+1995&qid=1619367077&s=instant-video&sr=1-2,14.99
38,It Takes Two (1995),https://www.amazon.com/Takes-Two-Kirstie-Alley/dp/B07D7P8R6P/ref=sr_1_1?dchild=1&keywords=It+Takes+Two+1995&qid=1619359412&s=movies-tv&sr=1-1,4.99
39,Clueless (1995),https://www.amazon.com/Clueless-Alicia-Silverstone/dp/B0026SB1XO/ref=sr_1_1?dchild=1&keywords=Clueless+1995&qid=1619359414&s=movies-tv&sr=1-1,9.99
40,"Cry, the Beloved Country (1995)",https://www.amazon.com/Beloved-Country-James-Earl-Jones/dp/B00BB8UOKG/ref=sr_1_1?dchild=1&keywords=Cry%2C+the+Beloved+Country+1995&qid=1619359416&s=movies-tv&sr=1-1,12.99
42,Dead Presidents (1995),https://www.amazon.com/Dead-Presidents-Larenz-Tate/dp/B004IGINIS/ref=sr_1_1?dchild=1&keywords=Dead+Presidents+1995&qid=1619359420&s=movies-tv&sr=1-1,14.99
43,Restoration (1995),https://www.amazon.com/Restoration-David-Thewlis/dp/B00EFQJMMC/ref=sr_1_1?dchild=1&keywords=Restoration+1995&qid=1619359422&s=movies-tv&sr=1-1,13.99
44,Mortal Kombat (1995),https://www.amazon.com/Mortal-Kombat-Christopher-Lambert/dp/B0093Q99HW/ref=sr_1_1?dchild=1&keywords=Mortal+Kombat+1995&qid=1619359424&s=movies-tv&sr=1-1,7.99
45,To Die For (1995),https://www.amazon.com/Die-Nicole-Kidman/dp/B00I04VEZ8/ref=sr_1_1?dchild=1&keywords=To+Die+For+1995&qid=1619359425&s=movies-tv&sr=1-1,12.99
46,How to Make an American Quilt (1995),https://www.amazon.com/Make-American-Quilt-Winona-Ryder/dp/B00GIWB4WC/ref=sr_1_1?dchild=1&keywords=How+to+Make+an+American+Quilt+1995&qid=1619359427&s=movies-tv&sr=1-1,13.99
47,Seven (Se7en) (1995),https://www.amazon.com/Seven-Brad-Pitt/dp/B004661J04/ref=sr_1_1?dchild=1&keywords=Seven+%28Se7en%29+1995&qid=1619359428&s=movies-tv&sr=1-1,13.99
48,Pocahontas (1995),https://www.amazon.com/Pocahontas-Irene-Bedard/dp/B0060CXSR4/ref=sr_1_1?dchild=1&keywords=Pocahontas+1995&qid=1619359430&s=movies-tv&sr=1-1,9.99
49,When Night Is Falling (1995),https://www.amazon.com/When-Night-Falling-Pascale-Bussi%C3%A8res/dp/B00006RJ97/ref=sr_1_1?dchild=1&keywords=When+Night+Is+Falling+1995&qid=1619367171&s=instant-video&sr=1-1-catcorr,9.79
52,Mighty Aphrodite (1995),https://www.amazon.com/Maudite-Aphrodite-Blu-ray/dp/B018F3DAS2/ref=sr_1_1?dchild=1&keywords=Mighty+Aphrodite+1995&qid=1619359436&s=movies-tv&sr=1-1,26.0
54,"Big Green, The (1995)",https://www.amazon.com/Big-Green-Steve-Guttenberg/dp/B00BK6JDUG/ref=sr_1_1?dchild=1&keywords=Big+Green%2C+The+1995&qid=1619359440&s=movies-tv&sr=1-1,17.99
55,Georgia (1995),https://www.amazon.com/Georgia-Jennifer-Jason-Leigh/dp/B00ECU20CU/ref=sr_1_1?dchild=1&keywords=Georgia+1995&qid=1619359441&s=movies-tv&sr=1-1,12.99
57,Home for the Holidays (1995),https://www.amazon.com/Home-Holidays-Holly-Hunter/dp/B0035UWIVG/ref=sr_1_1?dchild=1&keywords=Home+for+the+Holidays+1995&qid=1619359448&s=movies-tv&sr=1-1,3.99
58,"Postino, Il (The Postman) (1994)",https://www.amazon.com/Postmann-Postino-Special-Blu-r/dp/B019GMRBB8/ref=sr_1_1?dchild=1&keywords=Postino%2C+Il+%28The+Postman%29+1994&qid=1619359450&s=movies-tv&sr=1-1,29.0
59,"Confessional, The (Le Confessionnal) (1995)",https://www.amazon.com/Paulas-Choice-SKIN-PERFECTING-Exfoliant-Facial-Blackheads/dp/B00949CTQQ/ref=sr_1_1?dchild=1&keywords=Confessional%2C+The+%28Le+Confessionnal%29+1995&qid=1619359451&s=movies-tv&sr=1-1,29.5
60,"Indian in the Cupboard, The (1995)",https://www.amazon.com/Indian-Cupboard-Rishi-Bhat/dp/B00005JG6M/ref=sr_1_1?dchild=1&keywords=Indian+in+the+Cupboard%2C+The+1995&qid=1619359453&s=movies-tv&sr=1-1,3.74
61,Eye for an Eye (1996),https://www.amazon.com/Eye-Sally-Field/dp/B002RICPPQ/ref=sr_1_1?dchild=1&keywords=Eye+for+an+Eye+1996&qid=1619359455&s=movies-tv&sr=1-1,6.99
62,Mr. Holland's Opus (1995),https://www.amazon.com/Mr-Hollands-Opus-Richard-Dreyfuss/dp/B00HRD49SC/ref=sr_1_1?dchild=1&keywords=Mr.+Hollands+Opus+1995&qid=1619359457&s=movies-tv&sr=1-1,17.99
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),https://www.amazon.com/Menace-South-Central-While-Drinking/dp/B00000G3PV/ref=sr_1_1?dchild=1&keywords=Dont+Be+a+Menace+to+South+Central+While+Drinking+Your+Juice+in+the+Hood+1996&qid=1619359458&s=movies-tv&sr=1-1,3.86
64,Two if by Sea (1996),https://www.amazon.com/Two-If-Sea-Sandra-Bullock/dp/B005KGPB30/ref=sr_1_3?dchild=1&keywords=Two+if+by+Sea+1996&qid=1619368895&s=instant-video&sr=1-3,4.99
65,Bio-Dome (1996),https://www.amazon.com/Bio-Dome-Joey-Adams/dp/B01NBHQBPF/ref=sr_1_1?dchild=1&keywords=Bio-Dome+1996&qid=1619359462&s=movies-tv&sr=1-1,5.99
66,Lawnmower Man 2: Beyond Cyberspace (1996),https://www.amazon.com/Lawnmower-Man-2-Beyond-Cyberspace/dp/B004SC4PCK/ref=sr_1_1?dchild=1&keywords=Lawnmower+Man+2%3A+Beyond+Cyberspace+1996&qid=1619359464&s=movies-tv&sr=1-1,19.99
67,Two Bits (1995),https://www.amazon.com/Two-Bits-Al-Pacino/dp/B00GF64U2M/ref=sr_1_1?dchild=1&keywords=Two+Bits+1995&qid=1619359465&s=movies-tv&sr=1-1,12.99
68,French Twist (Gazon maudit) (1995),https://www.amazon.com/French-Twist-Maudit-English-Subtitled/dp/B00EV36XTO/ref=sr_1_1?dchild=1&keywords=French+Twist+%28Gazon+maudit%29+1995&qid=1619359467&s=movies-tv&sr=1-1,14.99
69,Friday (1995),https://www.amazon.com/Friday-Ice-Cube/dp/B0070YR5MU/ref=sr_1_1?dchild=1&keywords=Friday+1995&qid=1619359469&s=movies-tv&sr=1-1,9.99
70,From Dusk Till Dawn (1996),https://www.amazon.com/Dusk-Till-Dawn-Quentin-Tarantino/dp/B009653J0S/ref=sr_1_1?dchild=1&keywords=From+Dusk+Till+Dawn+1996&qid=1619359470&s=movies-tv&sr=1-1,13.99
71,Fair Game (1995),https://www.amazon.com/Fair-Game-William-Baldwin/dp/B006QPPW7E/ref=sr_1_1?dchild=1&keywords=Fair+Game+1995&qid=1619359472&s=movies-tv&sr=1-1,9.99
72,Kicking and Screaming (1995),https://www.amazon.com/Kicking-Screaming-Josh-Hamilton/dp/B0028RFCWY/ref=sr_1_1?dchild=1&keywords=Kicking+and+Screaming+1995&qid=1619359474&s=movies-tv&sr=1-1,7.99
73,"Mis�rables, Les (1995)",https://www.amazon.com/Easter-Leopard-Rabbit-Sleeve-Silhouette/dp/B08V138BX8/ref=sr_1_1?dchild=1&keywords=Mis%EF%BF%BDrables%2C+Les+1995&qid=1619359476&s=movies-tv&sr=1-1,15.88
74,Bed of Roses (1996),https://www.amazon.com/Bed-Roses-DVD-Region-NTSC/dp/B01M6BJ8B9/ref=sr_1_1?dchild=1&keywords=Bed+of+Roses+1996&qid=1619368925&s=instant-video&sr=1-1-catcorr,21.49
75,Big Bully (1996),https://www.amazon.com/Big-Bully-Faith-Prince/dp/B005KGOV72/ref=sr_1_1?dchild=1&keywords=Big+Bully+1996&qid=1619359480&s=movies-tv&sr=1-1,9.99
76,Screamers (1995),https://www.amazon.com/Screamers-Peter-Weller/dp/B00NDEX0YS/ref=sr_1_1?dchild=1&keywords=Screamers+1995&qid=1619359482&s=movies-tv&sr=1-1,18.29
78,"Crossing Guard, The (1995)",https://www.amazon.com/Crossing-Guard-Anjelica-Huston/dp/B0094PXQ3A/ref=sr_1_1?dchild=1&keywords=Crossing+Guard%2C+The+1995&qid=1619359485&s=movies-tv&sr=1-1,12.99
79,"Juror, The (1996)",https://www.amazon.com/Juror-Anne-Heche/dp/B008Y7HPIQ/ref=sr_1_1?dchild=1&keywords=Juror%2C+The+1996&qid=1619359487&s=movies-tv&sr=1-1,12.99
80,"White Balloon, The (Badkonake Sefid ) (1995)",https://www.amazon.com/Wool-Dryer-Balls-Alternative-Softener/dp/B014WOWNAY/ref=sr_1_1?dchild=1&keywords=White+Balloon%2C+The+%28Badkonake+Sefid+%29+1995&qid=1619359491&s=movies-tv&sr=1-1,9.95
81,Things to Do in Denver when You're Dead (1995),https://www.amazon.com/Things-Denver-When-Youre-Blu-Ray/dp/B01IQHJSME/ref=sr_1_1?dchild=1&keywords=Things+to+Do+in+Denver+when+Youre+Dead+1995&qid=1619359493&s=movies-tv&sr=1-1,19.53
86,White Squall (1996),https://www.amazon.com/White-Squall-Jeff-Bridges/dp/B00C4QLKVQ/ref=sr_1_1?dchild=1&keywords=White+Squall+1996&qid=1619359501&s=movies-tv&sr=1-1,17.99
87,Dunston Checks In (1996),https://www.amazon.com/Dunston-Checks-Jason-Alexander/dp/B004FWT9MY/ref=sr_1_1?dchild=1&keywords=Dunston+Checks+In+1996&qid=1619359502&s=movies-tv&sr=1-1,9.99
88,Black Sheep (1996),https://www.amazon.com/Black-Sheep-Chris-Farley/dp/B00271HTX6/ref=sr_1_1?dchild=1&keywords=Black+Sheep+1996&qid=1619359504&s=movies-tv&sr=1-1,5.99
90,"Journey of August King, The (1995)",https://www.amazon.com/JOURNEY-AUGUST-Original-Authentic-Poster/dp/B081QQY92L/ref=sr_1_1?dchild=1&keywords=Journey+of+August+King%2C+The+1995&qid=1619359508&s=movies-tv&sr=1-1,14.95
92,Mary Reilly (1996),https://www.amazon.com/Mary-Reilly-Julia-Roberts/dp/B0037ZPSWU/ref=sr_1_1?dchild=1&keywords=Mary+Reilly+1996&qid=1619359509&s=movies-tv&sr=1-1,12.99
94,Beautiful Girls (1996),https://www.amazon.com/Beautiful-Girls-Natalie-Portman/dp/B00B32X786/ref=sr_1_1?dchild=1&keywords=Beautiful+Girls+1996&qid=1619359517&s=movies-tv&sr=1-1,13.99
95,Broken Arrow (1996),https://www.amazon.com/Broken-Arrow-John-Travolta/dp/B000I9YXQU/ref=sr_1_1?dchild=1&keywords=Broken+Arrow+1996&qid=1619359519&s=movies-tv&sr=1-1,14.99
98,Shopping (1994),https://www.amazon.com/Shopping-Movie-European-Format-Zone/dp/B0055KMVA2/ref=sr_1_1?dchild=1&keywords=Shopping+1994&qid=1619359526&s=movies-tv&sr=1-1,15.53
100,City Hall (1996),https://www.amazon.com/City-Hall-Al-Pacino/dp/B001N474GA/ref=sr_1_1?dchild=1&keywords=City+Hall+1996&qid=1619359529&s=movies-tv&sr=1-1,4.99
101,Bottle Rocket (1996),https://www.amazon.com/Bottle-Rocket-Luke-Wilson/dp/B00BHAVFPQ/ref=sr_1_1?dchild=1&keywords=Bottle+Rocket+1996&qid=1619359531&s=movies-tv&sr=1-1,12.99
102,Mr. Wrong (1996),https://www.amazon.com/Mr-Wrong-Beginning-Ellen-Degeneres/dp/B00AZ015YU/ref=sr_1_1?dchild=1&keywords=Mr.+Wrong+1996&qid=1619362403&s=movies-tv&sr=1-1,6.99
103,Unforgettable (1996),https://www.amazon.com/Unforgettable-Ray-Liotta/dp/B005521OR6/ref=sr_1_1?dchild=1&keywords=Unforgettable+1996&qid=1619359533&s=movies-tv&sr=1-1,14.99
104,Happy Gilmore (1996),https://www.amazon.com/Happy-Gilmore-Adam-Sandler/dp/B0018OFN54/ref=sr_1_1?dchild=1&keywords=Happy+Gilmore+1996&qid=1619359535&s=movies-tv&sr=1-1,14.99
105,"Bridges of Madison County, The (1995)",https://www.amazon.com/Bridges-Madison-County-Clint-Eastwood/dp/B00JMY0OYM/ref=sr_1_1?dchild=1&keywords=Bridges+of+Madison+County%2C+The+1995&qid=1619362408&s=movies-tv&sr=1-1,12.99
107,Muppet Treasure Island (1996),https://www.amazon.com/Muppet-Treasure-Island-Dave-Goelz/dp/B00HMCW4DU/ref=sr_1_1?dchild=1&keywords=Muppet+Treasure+Island+1996&qid=1619359538&s=movies-tv&sr=1-1,17.99
109,Headless Body in Topless Bar (1995),https://www.amazon.com/HEADLESS-BODY-TOPLESS-BAR/dp/B0009JY4Y0/ref=sr_1_1?dchild=1&keywords=Headless+Body+in+Topless+Bar+1995&qid=1619359541&s=movies-tv&sr=1-1,7.36
110,Braveheart (1995),https://www.amazon.com/Braveheart-Mel-Gibson/dp/B000HX4ZF6/ref=sr_1_1?dchild=1&keywords=Braveheart+1995&qid=1619362410&s=movies-tv&sr=1-1,9.99
111,Taxi Driver (1976),https://www.amazon.com/Taxi-Driver-Cybill-Shepherd/dp/B000I9U7C4/ref=sr_1_1?dchild=1&keywords=Taxi+Driver+1976&qid=1619362412&s=movies-tv&sr=1-1,12.99
113,Before and After (1996),https://www.amazon.com/Before-After-Meryl-Streep/dp/B005KGOOZQ/ref=sr_1_1?dchild=1&keywords=Before+and+After+1996&qid=1619359547&s=movies-tv&sr=1-1,17.99
116,Anne Frank Remembered (1995),https://www.amazon.com/Anne-Frank-Remembered-Region-NTSC/dp/B0037752Y2/ref=sr_1_1?dchild=1&keywords=Anne+Frank+Remembered+1995&qid=1619359549&s=movies-tv&sr=1-1,24.13
117,"Young Poisoner's Handbook, The (1995)",https://www.amazon.com/Young-Poisoners-Handbook-Poster-Inches/dp/B004UWYSM0/ref=sr_1_1?dchild=1&keywords=Young+Poisoners+Handbook%2C+The+1995&qid=1619362421&s=movies-tv&sr=1-1,18.99
118,If Lucy Fell (1996),https://www.amazon.com/Lucy-Fell-Sarah-Jessica-Parker/dp/B00ILICC4K/ref=sr_1_1?dchild=1&keywords=If+Lucy+Fell+1996&qid=1619359551&s=movies-tv&sr=1-1,12.99
119,"Steal Big, Steal Little (1995)",https://www.amazon.com/Dias-Fortuna-Movie-European-Format/dp/B0053CBMV6/ref=tmm_dvd_title_0?_encoding=UTF8&qid=1619359553&sr=1-1,27.68
120,Race the Sun (1996),https://www.amazon.com/Race-Sun-Casey-Affleck/dp/B008Y7HHDE/ref=sr_1_1?dchild=1&keywords=Race+the+Sun+1996&qid=1619359554&s=movies-tv&sr=1-1,12.99
122,Boomerang (1992),https://www.amazon.com/Boomerang-Eddie-Murphy/dp/B00119UDCE/ref=sr_1_1?dchild=1&keywords=Boomerang+1992&qid=1619362426&s=movies-tv&sr=1-1,13.99
123,Chungking Express (1994),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_movies-tv_sr_pg1_1?ie=UTF8&adId=A063082419KKP46SK5IIB&url=%2FChungking-Express-Special-Lin-Chin-Hsia%2Fdp%2FB07N4CRMP2%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DChungking%2BExpress%2B1994%26qid%3D1619362431%26s%3Dmovies-tv%26sr%3D1-1-spons%26psc%3D1%26smid%3DA1ETYDD1CAMS1V&qualifier=1619362431&id=2166610878513547&widgetName=sp_atf,23.99
124,"Star Maker, The (Uomo delle stelle, L') (1995)",https://www.amazon.com/Yehudi-Wyner-Commedia-Ibis-Camerata/dp/B004MFOAXM/ref=sr_1_1?dchild=1&keywords=Star+Maker%2C+The+%28Uomo+delle+stelle%2C+L%29+1995&qid=1619362434&s=movies-tv&sr=1-1,14.26
125,Flirting With Disaster (1996),https://www.amazon.com/Flirting-Disaster-Ben-Stiller/dp/B00899EQTK/ref=sr_1_1?dchild=1&keywords=Flirting+With+Disaster+1996&qid=1619359557&s=movies-tv&sr=1-1,12.99
126,"NeverEnding Story III, The (1994)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_movies-tv_sr_pg1_1?ie=UTF8&adId=A0626772105Y2744PCOAS&url=%2FNecklace-Pendant-Silver-Inspired-Neverending%2Fdp%2FB07GCJBCHF%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DNeverEnding%2BStory%2BIII%252C%2BThe%2B1994%26qid%3D1619362437%26s%3Dmovies-tv%26sr%3D1-1-spons%26psc%3D1&qualifier=1619362437&id=3062816994507169&widgetName=sp_atf,14.99
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",https://www.amazon.com/Pink-Floyd-Dark-Fabric-Poster/dp/B000NCDFHU/ref=sr_1_1?dchild=1&keywords=Silence+of+the+Palace%2C+The+%28Saimt+el+Qusur%29+1994&qid=1619362439&s=movies-tv&sr=1-1,20.95
128,Jupiter's Wife (1994),https://www.amazon.com/Yupik-Shelled-Seeds-Pumpkin-Pepitas/dp/B07TVJ9GSD/ref=sr_1_1?dchild=1&keywords=Jupiters+Wife+1994&qid=1619359560&s=movies-tv&sr=1-1,6.99
131,Frankie Starlight (1995),https://www.amazon.com/Frankie-Starlight-Gabriel-Byrne/dp/B0013YW7U8/ref=sr_1_1?dchild=1&keywords=Frankie+Starlight+1995&qid=1619362447&s=movies-tv&sr=1-1,8.99
135,Down Periscope (1996),https://www.amazon.com/Down-Periscope/dp/B00E8G5HZ0/ref=sr_1_1?dchild=1&keywords=Down+Periscope+1996&qid=1619362457&s=movies-tv&sr=1-1,26.95
136,From the Journals of Jean Seberg (1995),https://www.amazon.com/SohoSpark-Refillable-Personal-Notebook-Writers/dp/B083TM1M78/ref=sr_1_1?dchild=1&keywords=From+the+Journals+of+Jean+Seberg+1995&qid=1619362459&s=movies-tv&sr=1-1,29.99
137,Man of the Year (1995),https://www.amazon.com/Sense-Sensibility-Hugh-Grant/dp/B0019TYQ38/ref=sr_1_1?dchild=1&keywords=Man+of+the+Year+1995&qid=1619359567&s=movies-tv&sr=1-1,12.99
140,Up Close and Personal (1996),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_movies-tv_sr_pg1_1?ie=UTF8&adId=A10324371KISHYEZENG8H&url=%2FUp-Close-Personal-Robert-Redford%2Fdp%2FB084P6SWLZ%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DUp%2BClose%2Band%2BPersonal%2B1996%26qid%3D1619362467%26s%3Dmovies-tv%26sr%3D1-1-spons%26psc%3D1&qualifier=1619362467&id=233103314027943&widgetName=sp_atf,16.99
141,"Birdcage, The (1996)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_movies-tv_sr_pg1_1?ie=UTF8&adId=A09612576135SR9MI39H&url=%2FCage-Folles-Birdcage-Double-Take%2Fdp%2FB0015RRN84%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DBirdcage%252C%2BThe%2B1996%26qid%3D1619362470%26s%3Dmovies-tv%26sr%3D1-1-spons%26psc%3D1%26smid%3DAB1108BA04GDD&qualifier=1619362470&id=8150812700244980&widgetName=sp_atf,25.03
143,Gospa (1995),https://www.amazon.com/Gospel-According-Matthew-Bruce-Marchiano/dp/B07MTXN5RD/ref=sr_1_1?dchild=1&keywords=Gospa+1995&qid=1619362475&s=movies-tv&sr=1-1-spell,9.99
144,"Brothers McMullen, The (1995)",https://www.amazon.com/Brothers-McMullen-Edward-Burns/dp/B00AA0R54Y/ref=sr_1_1?dchild=1&keywords=Brothers+McMullen%2C+The+1995&qid=1619362477&s=movies-tv&sr=1-1,12.99
145,Bad Boys (1995),https://www.amazon.com/Bad-Boys-Life-II-Blu-ray/dp/B084Z4K38N/ref=sr_1_1?dchild=1&keywords=Bad+Boys+1995&qid=1619362479&s=movies-tv&sr=1-1,21.56
